theta_deg,phi_deg,gain_dBi
57.0,195.0,-16.4816
57.0,200.0,-19.5819
57.0,205.0,-17.1499
57.0,210.0,-13.5699
57.0,215.0,-11.0422
57.0,220.0,-9.3711
57.0,225.0,-8.3022
57.0,230.0,-7.6580
57.0,235.0,-7.3007
57.0,240.0,-7.1107
57.0,245.0,-6.9857
57.0,250.0,-6.8566
57.0,255.0,-6.7015
57.0,260.0,-6.5424
57.0,265.0,-6.4220
57.0,270.0,-6.3771
57.0,275.0,-6.4220
57.0,280.0,-6.5424
57.0,285.0,-6.7015
57.0,290.0,-6.8566
57.0,295.0,-6.9857
57.0,300.0,-7.1107
57.0,305.0,-7.3007
57.0,310.0,-7.6580
57.0,315.0,-8.3022
57.0,320.0,-9.3711
57.0,325.0,-11.0422
57.0,330.0,-13.5699
57.0,335.0,-17.1499
57.0,340.0,-19.5819
57.0,345.0,-16.4816
57.0,350.0,-12.6805
57.0,355.0,-9.8204
57.0,360.0,-7.6201
58.0,0.0,-7.8653
58.0,5.0,-6.0631
58.0,10.0,-4.4994
58.0,15.0,-3.1184
58.0,20.0,-1.9195
58.0,25.0,-0.9228
58.0,30.0,-0.1440
58.0,35.0,0.4192
58.0,40.0,0.7964
58.0,45.0,1.0514
58.0,50.0,1.2816
58.0,55.0,1.5958
58.0,60.0,2.0656
58.0,65.0,2.6819
58.0,70.0,3.3627
58.0,75.0,4.0026
58.0,80.0,4.5142
58.0,85.0,4.8409
58.0,90.0,4.9528
58.0,95.0,4.8409
58.0,100.0,4.5142
58.0,105.0,4.0026
58.0,110.0,3.3627
58.0,115.0,2.6819
58.0,120.0,2.0656
58.0,125.0,1.5958
58.0,130.0,1.2816
58.0,135.0,1.0514
58.0,140.0,0.7964
58.0,145.0,0.4192
58.0,150.0,-0.1440
58.0,155.0,-0.9228
58.0,160.0,-1.9195
58.0,165.0,-3.1184
58.0,170.0,-4.4994
58.0,175.0,-6.0631
58.0,180.0,-7.8653
58.0,185.0,-10.0556
58.0,190.0,-12.9091
58.0,195.0,-16.7151
58.0,200.0,-19.7250
58.0,205.0,-17.1369
58.0,210.0,-13.5434
58.0,215.0,-11.0265
58.0,220.0,-9.3703
58.0,225.0,-8.3184
58.0,230.0,-7.6913
58.0,235.0,-7.3471
58.0,240.0,-7.1606
58.0,245.0,-7.0251
58.0,250.0,-6.8712
58.0,255.0,-6.6832
58.0,260.0,-6.4924
58.0,265.0,-6.3499
58.0,270.0,-6.2973
58.0,275.0,-6.3499
58.0,280.0,-6.4924
58.0,285.0,-6.6832
58.0,290.0,-6.8712
58.0,295.0,-7.0251
58.0,300.0,-7.1606
58.0,305.0,-7.3471
58.0,310.0,-7.6913
58.0,315.0,-8.3184
58.0,320.0,-9.3703
58.0,325.0,-11.0265
58.0,330.0,-13.5434
58.0,335.0,-17.1369
58.0,340.0,-19.7250
58.0,345.0,-16.7151
58.0,350.0,-12.9091
58.0,355.0,-10.0556
58.0,360.0,-7.8653
59.0,0.0,-8.1173
59.0,5.0,-6.3198
59.0,10.0,-4.7461
59.0,15.0,-3.3427
59.0,20.0,-2.1161
59.0,25.0,-1.0930
59.0,30.0,-0.2932
59.0,35.0,0.2852
59.0,40.0,0.6747
59.0,45.0,0.9453
59.0,50.0,1.2033
59.0,55.0,1.5640
59.0,60.0,2.0963
59.0,65.0,2.7790
59.0,70.0,3.5173
59.0,75.0,4.2000
59.0,80.0,4.7396
59.0,85.0,5.0817
59.0,90.0,5.1985
59.0,95.0,5.0817
59.0,100.0,4.7396
59.0,105.0,4.2000
59.0,110.0,3.5173
59.0,115.0,2.7790
59.0,120.0,2.0963
59.0,125.0,1.5640
59.0,130.0,1.2033
59.0,135.0,0.9453
59.0,140.0,0.6747
59.0,145.0,0.2852
59.0,150.0,-0.2932
59.0,155.0,-1.0930
59.0,160.0,-2.1161
59.0,165.0,-3.3427
59.0,170.0,-4.7461
59.0,175.0,-6.3198
59.0,180.0,-8.1173
59.0,185.0,-10.2933
59.0,190.0,-13.1354
59.0,195.0,-16.9426
59.0,200.0,-19.8680
59.0,205.0,-17.1355
59.0,210.0,-13.5266
59.0,215.0,-11.0177
59.0,220.0,-9.3744
59.0,225.0,-8.3381
59.0,230.0,-7.7267
59.0,235.0,-7.3938
59.0,240.0,-7.2081
59.0,245.0,-7.0581
59.0,250.0,-6.8750
59.0,255.0,-6.6505
59.0,260.0,-6.4259
59.0,265.0,-6.2603
59.0,270.0,-6.1995
59.0,275.0,-6.2603
59.0,280.0,-6.4259
59.0,285.0,-6.6505
59.0,290.0,-6.8750
59.0,295.0,-7.0581
59.0,300.0,-7.2081
59.0,305.0,-7.3938
59.0,310.0,-7.7267
59.0,315.0,-8.3381
59.0,320.0,-9.3744
59.0,325.0,-11.0177
59.0,330.0,-13.5266
59.0,335.0,-17.1355
59.0,340.0,-19.8680
59.0,345.0,-16.9426
59.0,350.0,-13.1354
59.0,355.0,-10.2933
59.0,360.0,-8.1173
60.0,0.0,-8.3763
60.0,5.0,-6.5864
60.0,10.0,-5.0028
60.0,15.0,-3.5753
60.0,20.0,-2.3184
60.0,25.0,-1.2666
60.0,30.0,-0.4438
60.0,35.0,0.1513
60.0,40.0,0.5545
60.0,45.0,0.8428
60.0,50.0,1.1313
60.0,55.0,1.5416
60.0,60.0,2.1384
60.0,65.0,2.8868
60.0,70.0,3.6803
60.0,75.0,4.4028
60.0,80.0,4.9680
60.0,85.0,5.3241
60.0,90.0,5.4453
60.0,95.0,5.3241
60.0,100.0,4.9680
60.0,105.0,4.4028
60.0,110.0,3.6803
60.0,115.0,2.8868
60.0,120.0,2.1384
60.0,125.0,1.5416
60.0,130.0,1.1313
60.0,135.0,0.8428
60.0,140.0,0.5545
60.0,145.0,0.1513
60.0,150.0,-0.4438
60.0,155.0,-1.2666
60.0,160.0,-2.3184
60.0,165.0,-3.5753
60.0,170.0,-5.0028
60.0,175.0,-6.5864
60.0,180.0,-8.3763
60.0,185.0,-10.5334
60.0,190.0,-13.3589
60.0,195.0,-17.1642
60.0,200.0,-20.0125
60.0,205.0,-17.1456
60.0,210.0,-13.5187
60.0,215.0,-11.0150
60.0,220.0,-9.3829
60.0,225.0,-8.3609
60.0,230.0,-7.7639
60.0,235.0,-7.4403
60.0,240.0,-7.2525
60.0,245.0,-7.0841
60.0,250.0,-6.8678
60.0,255.0,-6.6037
60.0,260.0,-6.3436
60.0,265.0,-6.1542
60.0,270.0,-6.0852
60.0,275.0,-6.1542
60.0,280.0,-6.3436
60.0,285.0,-6.6037
60.0,290.0,-6.8678
60.0,295.0,-7.0841
60.0,300.0,-7.2525
60.0,305.0,-7.4403
60.0,310.0,-7.7639
60.0,315.0,-8.3609
60.0,320.0,-9.3829
60.0,325.0,-11.0150
60.0,330.0,-13.5187
60.0,335.0,-17.1456
60.0,340.0,-20.0125
60.0,345.0,-17.1642
60.0,350.0,-13.3589
60.0,355.0,-10.5334
60.0,360.0,-8.3763
61.0,0.0,-8.6428
61.0,5.0,-6.8634
61.0,10.0,-5.2701
61.0,15.0,-3.8164
61.0,20.0,-2.5264
61.0,25.0,-1.4433
61.0,30.0,-0.5956
61.0,35.0,0.0178
61.0,40.0,0.4362
61.0,45.0,0.7441
61.0,50.0,1.0660
61.0,55.0,1.5286
61.0,60.0,2.1908
61.0,65.0,3.0038
61.0,70.0,3.8496
61.0,75.0,4.6090
61.0,80.0,5.1974
61.0,85.0,5.5660
61.0,90.0,5.6912
61.0,95.0,5.5660
61.0,100.0,5.1974
61.0,105.0,4.6090
61.0,110.0,3.8496
61.0,115.0,3.0038
61.0,120.0,2.1908
61.0,125.0,1.5286
61.0,130.0,1.0660
61.0,135.0,0.7441
61.0,140.0,0.4362
61.0,145.0,0.0178
61.0,150.0,-0.5956
61.0,155.0,-1.4433
61.0,160.0,-2.5264
61.0,165.0,-3.8164
61.0,170.0,-5.2701
61.0,175.0,-6.8634
61.0,180.0,-8.6428
61.0,185.0,-10.7759
61.0,190.0,-13.5797
61.0,195.0,-17.3801
61.0,200.0,-20.1599
61.0,205.0,-17.1667
61.0,210.0,-13.5189
61.0,215.0,-11.0177
61.0,220.0,-9.3951
61.0,225.0,-8.3861
61.0,230.0,-7.8021
61.0,235.0,-7.4861
61.0,240.0,-7.2931
61.0,245.0,-7.1026
61.0,250.0,-6.8495
61.0,255.0,-6.5431
61.0,260.0,-6.2465
61.0,265.0,-6.0332
61.0,270.0,-5.9560
61.0,275.0,-6.0332
61.0,280.0,-6.2465
61.0,285.0,-6.5431
61.0,290.0,-6.8495
61.0,295.0,-7.1026
61.0,300.0,-7.2931
61.0,305.0,-7.4861
61.0,310.0,-7.8021
61.0,315.0,-8.3861
61.0,320.0,-9.3951
61.0,325.0,-11.0177
61.0,330.0,-13.5189
61.0,335.0,-17.1667
61.0,340.0,-20.1599
61.0,345.0,-17.3801
61.0,350.0,-13.5797
61.0,355.0,-10.7759
61.0,360.0,-8.6428
62.0,0.0,-8.9168
62.0,5.0,-7.1514
62.0,10.0,-5.5486
62.0,15.0,-4.0663
62.0,20.0,-2.7400
62.0,25.0,-1.6228
62.0,30.0,-0.7482
62.0,35.0,-0.1150
62.0,40.0,0.3202
62.0,45.0,0.6496
62.0,50.0,1.0073
62.0,55.0,1.5244
62.0,60.0,2.2526
62.0,65.0,3.1283
62.0,70.0,4.0233
62.0,75.0,4.8166
62.0,80.0,5.4260
62.0,85.0,5.8058
62.0,90.0,5.9345
62.0,95.0,5.8058
62.0,100.0,5.4260
62.0,105.0,4.8166
62.0,110.0,4.0233
62.0,115.0,3.1283
62.0,120.0,2.2526
62.0,125.0,1.5244
62.0,130.0,1.0073
62.0,135.0,0.6496
62.0,140.0,0.3202
62.0,145.0,-0.1150
62.0,150.0,-0.7482
62.0,155.0,-1.6228
62.0,160.0,-2.7400
62.0,165.0,-4.0663
62.0,170.0,-5.5486
62.0,175.0,-7.1514
62.0,180.0,-8.9168
62.0,185.0,-11.0207
62.0,190.0,-13.7973
62.0,195.0,-17.5905
62.0,200.0,-20.3115
62.0,205.0,-17.1984
62.0,210.0,-13.5264
62.0,215.0,-11.0253
62.0,220.0,-9.4105
62.0,225.0,-8.4134
62.0,230.0,-7.8411
62.0,235.0,-7.5305
62.0,240.0,-7.3297
62.0,245.0,-7.1134
62.0,250.0,-6.8201
62.0,255.0,-6.4698
62.0,260.0,-6.1360
62.0,265.0,-5.8990
62.0,270.0,-5.8137
62.0,275.0,-5.8990
62.0,280.0,-6.1360
62.0,285.0,-6.4698
62.0,290.0,-6.8201
62.0,295.0,-7.1134
62.0,300.0,-7.3297
62.0,305.0,-7.5305
62.0,310.0,-7.8411
62.0,315.0,-8.4134
62.0,320.0,-9.4105
62.0,325.0,-11.0253
62.0,330.0,-13.5264
62.0,335.0,-17.1984
62.0,340.0,-20.3115
62.0,345.0,-17.5905
62.0,350.0,-13.7973
62.0,355.0,-11.0207
62.0,360.0,-8.9168
63.0,0.0,-9.1989
63.0,5.0,-7.4511
63.0,10.0,-5.8388
63.0,15.0,-4.3252
63.0,20.0,-2.9592
63.0,25.0,-1.8050
63.0,30.0,-0.9013
63.0,35.0,-0.2467
63.0,40.0,0.2067
63.0,45.0,0.5594
63.0,50.0,0.9552
63.0,55.0,1.5287
63.0,60.0,2.3226
63.0,65.0,3.2587
63.0,70.0,4.1997
63.0,75.0,5.0239
63.0,80.0,5.6522
63.0,85.0,6.0420
63.0,90.0,6.1737
63.0,95.0,6.0420
63.0,100.0,5.6522
63.0,105.0,5.0239
63.0,110.0,4.1997
63.0,115.0,3.2587
63.0,120.0,2.3226
63.0,125.0,1.5287
63.0,130.0,0.9552
63.0,135.0,0.5594
63.0,140.0,0.2067
63.0,145.0,-0.2467
63.0,150.0,-0.9013
63.0,155.0,-1.8050
63.0,160.0,-2.9592
63.0,165.0,-4.3252
63.0,170.0,-5.8388
63.0,175.0,-7.4511
63.0,180.0,-9.1989
63.0,185.0,-11.2677
63.0,190.0,-14.0116
63.0,195.0,-17.7956
63.0,200.0,-20.4686
63.0,205.0,-17.2402
63.0,210.0,-13.5406
63.0,215.0,-11.0371
63.0,220.0,-9.4287
63.0,225.0,-8.4421
63.0,230.0,-7.8803
63.0,235.0,-7.5734
63.0,240.0,-7.3618
63.0,245.0,-7.1163
63.0,250.0,-6.7802
63.0,255.0,-6.3846
63.0,260.0,-6.0139
63.0,265.0,-5.7537
63.0,270.0,-5.6606
63.0,275.0,-5.7537
63.0,280.0,-6.0139
63.0,285.0,-6.3846
63.0,290.0,-6.7802
63.0,295.0,-7.1163
63.0,300.0,-7.3618
63.0,305.0,-7.5734
63.0,310.0,-7.8803
63.0,315.0,-8.4421
63.0,320.0,-9.4287
63.0,325.0,-11.0371
63.0,330.0,-13.5406
63.0,335.0,-17.2402
63.0,340.0,-20.4686
63.0,345.0,-17.7956
63.0,350.0,-14.0116
63.0,355.0,-11.2677
63.0,360.0,-9.1989
64.0,0.0,-9.4892
64.0,5.0,-7.7632
64.0,10.0,-6.1415
64.0,15.0,-4.5934
64.0,20.0,-3.1838
64.0,25.0,-1.9895
64.0,30.0,-1.0545
64.0,35.0,-0.3770
64.0,40.0,0.0960
64.0,45.0,0.4738
64.0,50.0,0.9096
64.0,55.0,1.5407
64.0,60.0,2.3997
64.0,65.0,3.3934
64.0,70.0,4.3772
64.0,75.0,5.2296
64.0,80.0,5.8747
64.0,85.0,6.2733
64.0,90.0,6.4078
64.0,95.0,6.2733
64.0,100.0,5.8747
64.0,105.0,5.2296
64.0,110.0,4.3772
64.0,115.0,3.3934
64.0,120.0,2.3997
64.0,125.0,1.5407
64.0,130.0,0.9096
64.0,135.0,0.4738
64.0,140.0,0.0960
64.0,145.0,-0.3770
64.0,150.0,-1.0545
64.0,155.0,-1.9895
64.0,160.0,-3.1838
64.0,165.0,-4.5934
64.0,170.0,-6.1415
64.0,175.0,-7.7632
64.0,180.0,-9.4892
64.0,185.0,-11.5166
64.0,190.0,-14.2223
64.0,195.0,-17.9955
64.0,200.0,-20.6319
64.0,205.0,-17.2915
64.0,210.0,-13.5608
64.0,215.0,-11.0526
64.0,220.0,-9.4491
64.0,225.0,-8.4721
64.0,230.0,-7.9193
64.0,235.0,-7.6142
64.0,240.0,-7.3892
64.0,245.0,-7.1116
64.0,250.0,-6.7303
64.0,255.0,-6.2889
64.0,260.0,-5.8818
64.0,265.0,-5.5992
64.0,270.0,-5.4986
64.0,275.0,-5.5992
64.0,280.0,-5.8818
64.0,285.0,-6.2889
64.0,290.0,-6.7303
64.0,295.0,-7.1116
64.0,300.0,-7.3892
64.0,305.0,-7.6142
64.0,310.0,-7.9193
64.0,315.0,-8.4721
64.0,320.0,-9.4491
64.0,325.0,-11.0526
64.0,330.0,-13.5608
64.0,335.0,-17.2915
64.0,340.0,-20.6319
64.0,345.0,-17.9955
64.0,350.0,-14.2223
64.0,355.0,-11.5166
64.0,360.0,-9.4892
65.0,0.0,-9.7881
65.0,5.0,-8.0885
65.0,10.0,-6.4574
65.0,15.0,-4.8713
65.0,20.0,-3.4138
65.0,25.0,-2.1760
65.0,30.0,-1.2075
65.0,35.0,-0.5056
65.0,40.0,-0.0116
65.0,45.0,0.3928
65.0,50.0,0.8705
65.0,55.0,1.5599
65.0,60.0,2.4825
65.0,65.0,3.5311
65.0,70.0,4.5544
65.0,75.0,5.4321
65.0,80.0,6.0924
65.0,85.0,6.4988
65.0,90.0,6.6357
65.0,95.0,6.4988
65.0,100.0,6.0924
65.0,105.0,5.4321
65.0,110.0,4.5544
65.0,115.0,3.5311
65.0,120.0,2.4825
65.0,125.0,1.5599
65.0,130.0,0.8705
65.0,135.0,0.3928
65.0,140.0,-0.0116
65.0,145.0,-0.5056
65.0,150.0,-1.2075
65.0,155.0,-2.1760
65.0,160.0,-3.4138
65.0,165.0,-4.8713
65.0,170.0,-6.4574
65.0,175.0,-8.0885
65.0,180.0,-9.7881
65.0,185.0,-11.7674
65.0,190.0,-14.4293
65.0,195.0,-18.1905
65.0,200.0,-20.8024
65.0,205.0,-17.3518
65.0,210.0,-13.5864
65.0,215.0,-11.0713
65.0,220.0,-9.4714
65.0,225.0,-8.5027
65.0,230.0,-7.9579
65.0,235.0,-7.6528
65.0,240.0,-7.4117
65.0,245.0,-7.0993
65.0,250.0,-6.6714
65.0,255.0,-6.1841
65.0,260.0,-5.7416
65.0,265.0,-5.4376
65.0,270.0,-5.3301
65.0,275.0,-5.4376
65.0,280.0,-5.7416
65.0,285.0,-6.1841
65.0,290.0,-6.6714
65.0,295.0,-7.0993
65.0,300.0,-7.4117
65.0,305.0,-7.6528
65.0,310.0,-7.9579
65.0,315.0,-8.5027
65.0,320.0,-9.4714
65.0,325.0,-11.0713
65.0,330.0,-13.5864
65.0,335.0,-17.3518
65.0,340.0,-20.8024
65.0,345.0,-18.1905
65.0,350.0,-14.4293
65.0,355.0,-11.7674
65.0,360.0,-9.7881
66.0,0.0,-10.0960
66.0,5.0,-8.4280
66.0,10.0,-6.7873
66.0,15.0,-5.1591
66.0,20.0,-3.6488
66.0,25.0,-2.3640
66.0,30.0,-1.3599
66.0,35.0,-0.6321
66.0,40.0,-0.1159
66.0,45.0,0.3166
66.0,50.0,0.8375
66.0,55.0,1.5855
66.0,60.0,2.5701
66.0,65.0,3.6702
66.0,70.0,4.7298
66.0,75.0,5.6306
66.0,80.0,6.3043
66.0,85.0,6.7177
66.0,90.0,6.8567
66.0,95.0,6.7177
66.0,100.0,6.3043
66.0,105.0,5.6306
66.0,110.0,4.7298
66.0,115.0,3.6702
66.0,120.0,2.5701
66.0,125.0,1.5855
66.0,130.0,0.8375
66.0,135.0,0.3166
66.0,140.0,-0.1159
66.0,145.0,-0.6321
66.0,150.0,-1.3599
66.0,155.0,-2.3640
66.0,160.0,-3.6488
66.0,165.0,-5.1591
66.0,170.0,-6.7873
66.0,175.0,-8.4280
66.0,180.0,-10.0960
66.0,185.0,-12.0199
66.0,190.0,-14.6321
66.0,195.0,-18.3806
66.0,200.0,-20.9808
66.0,205.0,-17.4206
66.0,210.0,-13.6166
66.0,215.0,-11.0925
66.0,220.0,-9.4950
66.0,225.0,-8.5338
66.0,230.0,-7.9957
66.0,235.0,-7.6888
66.0,240.0,-7.4294
66.0,245.0,-7.0798
66.0,250.0,-6.6043
66.0,255.0,-6.0718
66.0,260.0,-5.5952
66.0,265.0,-5.2711
66.0,270.0,-5.1569
66.0,275.0,-5.2711
66.0,280.0,-5.5952
66.0,285.0,-6.0718
66.0,290.0,-6.6043
66.0,295.0,-7.0798
66.0,300.0,-7.4294
66.0,305.0,-7.6888
66.0,310.0,-7.9957
66.0,315.0,-8.5338
66.0,320.0,-9.4950
66.0,325.0,-11.0925
66.0,330.0,-13.6166
66.0,335.0,-17.4206
66.0,340.0,-20.9808
66.0,345.0,-18.3806
66.0,350.0,-14.6321
66.0,355.0,-12.0199
66.0,360.0,-10.0960
67.0,0.0,-10.4132
67.0,5.0,-8.7828
67.0,10.0,-7.1324
67.0,15.0,-5.4572
67.0,20.0,-3.8889
67.0,25.0,-2.5533
67.0,30.0,-1.5113
67.0,35.0,-0.7562
67.0,40.0,-0.2166
67.0,45.0,0.2452
67.0,50.0,0.8103
67.0,55.0,1.6168
67.0,60.0,2.6611
67.0,65.0,3.8096
67.0,70.0,4.9025
67.0,75.0,5.8240
67.0,80.0,6.5097
67.0,85.0,6.9291
67.0,90.0,7.0700
67.0,95.0,6.9291
67.0,100.0,6.5097
67.0,105.0,5.8240
67.0,110.0,4.9025
67.0,115.0,3.8096
67.0,120.0,2.6611
67.0,125.0,1.6168
67.0,130.0,0.8103
67.0,135.0,0.2452
67.0,140.0,-0.2166
67.0,145.0,-0.7562
67.0,150.0,-1.5113
67.0,155.0,-2.5533
67.0,160.0,-3.8889
67.0,165.0,-5.4572
67.0,170.0,-7.1324
67.0,175.0,-8.7828
67.0,180.0,-10.4132
67.0,185.0,-12.2736
67.0,190.0,-14.8305
67.0,195.0,-18.5661
67.0,200.0,-21.1677
67.0,205.0,-17.4970
67.0,210.0,-13.6508
67.0,215.0,-11.1160
67.0,220.0,-9.5198
67.0,225.0,-8.5651
67.0,230.0,-8.0325
67.0,235.0,-7.7221
67.0,240.0,-7.4423
67.0,245.0,-7.0537
67.0,250.0,-6.5301
67.0,255.0,-5.9534
67.0,260.0,-5.4444
67.0,265.0,-5.1014
67.0,270.0,-4.9811
67.0,275.0,-5.1014
67.0,280.0,-5.4444
67.0,285.0,-5.9534
67.0,290.0,-6.5301
67.0,295.0,-7.0537
67.0,300.0,-7.4423
67.0,305.0,-7.7221
67.0,310.0,-8.0325
67.0,315.0,-8.5651
67.0,320.0,-9.5198
67.0,325.0,-11.1160
67.0,330.0,-13.6508
67.0,335.0,-17.4970
67.0,340.0,-21.1677
67.0,345.0,-18.5661
67.0,350.0,-14.8305
67.0,355.0,-12.2736
67.0,360.0,-10.4132
68.0,0.0,-10.7400
68.0,5.0,-9.1540
68.0,10.0,-7.4937
68.0,15.0,-5.7658
68.0,20.0,-4.1336
68.0,25.0,-2.7434
68.0,30.0,-1.6612
68.0,35.0,-0.8775
68.0,40.0,-0.3136
68.0,45.0,0.1786
68.0,50.0,0.7886
68.0,55.0,1.6528
68.0,60.0,2.7545
68.0,65.0,3.9482
68.0,70.0,5.0714
68.0,75.0,6.0115
68.0,80.0,6.7078
68.0,85.0,7.1327
68.0,90.0,7.2753
68.0,95.0,7.1327
68.0,100.0,6.7078
68.0,105.0,6.0115
68.0,110.0,5.0714
68.0,115.0,3.9482
68.0,120.0,2.7545
68.0,125.0,1.6528
68.0,130.0,0.7886
68.0,135.0,0.1786
68.0,140.0,-0.3136
68.0,145.0,-0.8775
68.0,150.0,-1.6612
68.0,155.0,-2.7434
68.0,160.0,-4.1336
68.0,165.0,-5.7658
68.0,170.0,-7.4937
68.0,175.0,-9.1540
68.0,180.0,-10.7400
68.0,185.0,-12.5284
68.0,190.0,-15.0244
68.0,195.0,-18.7468
68.0,200.0,-21.3633
68.0,205.0,-17.5805
68.0,210.0,-13.6885
68.0,215.0,-11.1413
68.0,220.0,-9.5453
68.0,225.0,-8.5962
68.0,230.0,-8.0681
68.0,235.0,-7.7527
68.0,240.0,-7.4504
68.0,245.0,-7.0216
68.0,250.0,-6.4499
68.0,255.0,-5.8305
68.0,260.0,-5.2909
68.0,265.0,-4.9304
68.0,270.0,-4.8044
68.0,275.0,-4.9304
68.0,280.0,-5.2909
68.0,285.0,-5.8305
68.0,290.0,-6.4499
68.0,295.0,-7.0216
68.0,300.0,-7.4504
68.0,305.0,-7.7527
68.0,310.0,-8.0681
68.0,315.0,-8.5962
68.0,320.0,-9.5453
68.0,325.0,-11.1413
68.0,330.0,-13.6885
68.0,335.0,-17.5805
68.0,340.0,-21.3633
68.0,345.0,-18.7468
68.0,350.0,-15.0244
68.0,355.0,-12.5284
68.0,360.0,-10.7400
69.0,0.0,-11.0768
69.0,5.0,-9.5431
69.0,10.0,-7.8723
69.0,15.0,-6.0853
69.0,20.0,-4.3827
69.0,25.0,-2.9337
69.0,30.0,-1.8093
69.0,35.0,-0.9958
69.0,40.0,-0.4067
69.0,45.0,0.1167
69.0,50.0,0.7720
69.0,55.0,1.6929
69.0,60.0,2.8493
69.0,65.0,4.0849
69.0,70.0,5.2358
69.0,75.0,6.1926
69.0,80.0,6.8984
69.0,85.0,7.3280
69.0,90.0,7.4720
69.0,95.0,7.3280
69.0,100.0,6.8984
69.0,105.0,6.1926
69.0,110.0,5.2358
69.0,115.0,4.0849
69.0,120.0,2.8493
69.0,125.0,1.6929
69.0,130.0,0.7720
69.0,135.0,0.1167
69.0,140.0,-0.4067
69.0,145.0,-0.9958
69.0,150.0,-1.8093
69.0,155.0,-2.9337
69.0,160.0,-4.3827
69.0,165.0,-6.0853
69.0,170.0,-7.8723
69.0,175.0,-9.5431
69.0,180.0,-11.0768
69.0,185.0,-12.7839
69.0,190.0,-15.2132
69.0,195.0,-18.9230
69.0,200.0,-21.5682
69.0,205.0,-17.6704
69.0,210.0,-13.7291
69.0,215.0,-11.1679
69.0,220.0,-9.5712
69.0,225.0,-8.6268
69.0,230.0,-8.1022
69.0,235.0,-7.7805
69.0,240.0,-7.4542
69.0,245.0,-6.9841
69.0,250.0,-6.3651
69.0,255.0,-5.7047
69.0,260.0,-5.1364
69.0,265.0,-4.7596
69.0,270.0,-4.6286
69.0,275.0,-4.7596
69.0,280.0,-5.1364
69.0,285.0,-5.7047
69.0,290.0,-6.3651
69.0,295.0,-6.9841
69.0,300.0,-7.4542
69.0,305.0,-7.7805
69.0,310.0,-8.1022
69.0,315.0,-8.6268
69.0,320.0,-9.5712
69.0,325.0,-11.1679
69.0,330.0,-13.7291
69.0,335.0,-17.6704
69.0,340.0,-21.5682
69.0,345.0,-18.9230
69.0,350.0,-15.2132
69.0,355.0,-12.7839
69.0,360.0,-11.0768
70.0,0.0,-11.4240
70.0,5.0,-9.9514
70.0,10.0,-8.2698
70.0,15.0,-6.4159
70.0,20.0,-4.6358
70.0,25.0,-3.1238
70.0,30.0,-1.9551
70.0,35.0,-1.1108
70.0,40.0,-0.4957
70.0,45.0,0.0594
70.0,50.0,0.7601
70.0,55.0,1.7363
70.0,60.0,2.9445
70.0,65.0,4.2189
70.0,70.0,5.3949
70.0,75.0,6.3666
70.0,80.0,7.0808
70.0,85.0,7.5146
70.0,90.0,7.6599
70.0,95.0,7.5146
70.0,100.0,7.0808
70.0,105.0,6.3666
70.0,110.0,5.3949
70.0,115.0,4.2189
70.0,120.0,2.9445
70.0,125.0,1.7363
70.0,130.0,0.7601
70.0,135.0,0.0594
70.0,140.0,-0.4957
70.0,145.0,-1.1108
70.0,150.0,-1.9551
70.0,155.0,-3.1238
70.0,160.0,-4.6358
70.0,165.0,-6.4159
70.0,170.0,-8.2698
70.0,175.0,-9.9514
70.0,180.0,-11.4240
70.0,185.0,-13.0396
70.0,190.0,-15.3968
70.0,195.0,-19.0946
70.0,200.0,-21.7824
70.0,205.0,-17.7660
70.0,210.0,-13.7720
70.0,215.0,-11.1954
70.0,220.0,-9.5973
70.0,225.0,-8.6569
70.0,230.0,-8.1348
70.0,235.0,-7.8054
70.0,240.0,-7.4538
70.0,245.0,-6.9420
70.0,250.0,-6.2766
70.0,255.0,-5.5772
70.0,260.0,-4.9823
70.0,265.0,-4.5907
70.0,270.0,-4.4549
70.0,275.0,-4.5907
70.0,280.0,-4.9823
70.0,285.0,-5.5772
70.0,290.0,-6.2766
70.0,295.0,-6.9420
70.0,300.0,-7.4538
70.0,305.0,-7.8054
70.0,310.0,-8.1348
70.0,315.0,-8.6569
70.0,320.0,-9.5973
70.0,325.0,-11.1954
70.0,330.0,-13.7720
70.0,335.0,-17.7660
70.0,340.0,-21.7824
70.0,345.0,-19.0946
70.0,350.0,-15.3968
70.0,355.0,-13.0396
70.0,360.0,-11.4240
71.0,0.0,-11.7818
71.0,5.0,-10.3809
71.0,10.0,-8.6878
71.0,15.0,-6.7580
71.0,20.0,-4.8923
71.0,25.0,-3.3131
71.0,30.0,-2.0981
71.0,35.0,-1.2222
71.0,40.0,-0.5806
71.0,45.0,0.0066
71.0,50.0,0.7524
71.0,55.0,1.7821
71.0,60.0,3.0392
71.0,65.0,4.3494
71.0,70.0,5.5481
71.0,75.0,6.5332
71.0,80.0,7.2549
71.0,85.0,7.6924
71.0,90.0,7.8388
71.0,95.0,7.6924
71.0,100.0,7.2549
71.0,105.0,6.5332
71.0,110.0,5.5481
71.0,115.0,4.3494
71.0,120.0,3.0392
71.0,125.0,1.7821
71.0,130.0,0.7524
71.0,135.0,0.0066
71.0,140.0,-0.5806
71.0,145.0,-1.2222
71.0,150.0,-2.0981
71.0,155.0,-3.3131
71.0,160.0,-4.8923
71.0,165.0,-6.7580
71.0,170.0,-8.6878
71.0,175.0,-10.3809
