theta_deg,phi_deg,gain_dBi
99.0,165.0,-10.7574
99.0,170.0,-14.5682
99.0,175.0,-16.5239
99.0,180.0,-15.9060
99.0,185.0,-15.6402
99.0,190.0,-16.9688
99.0,195.0,-20.6166
99.0,200.0,-24.6098
99.0,205.0,-18.9343
99.0,210.0,-14.2530
99.0,215.0,-11.4780
99.0,220.0,-9.8381
99.0,225.0,-8.9097
99.0,230.0,-8.3767
99.0,235.0,-7.9277
99.0,240.0,-7.2952
99.0,245.0,-6.3946
99.0,250.0,-5.3553
99.0,255.0,-4.3765
99.0,260.0,-3.6058
99.0,265.0,-3.1214
99.0,270.0,-2.9570
99.0,275.0,-3.1214
99.0,280.0,-3.6058
99.0,285.0,-4.3765
99.0,290.0,-5.3553
99.0,295.0,-6.3946
99.0,300.0,-7.2952
99.0,305.0,-7.9277
99.0,310.0,-8.3767
99.0,315.0,-8.9097
99.0,320.0,-9.8381
99.0,325.0,-11.4780
99.0,330.0,-14.2530
99.0,335.0,-18.9343
99.0,340.0,-24.6098
99.0,345.0,-20.6166
99.0,350.0,-16.9688
99.0,355.0,-15.6402
99.0,360.0,-15.9060
100.0,0.0,-15.4648
100.0,5.0,-15.6835
100.0,10.0,-13.7828
100.0,15.0,-10.3267
100.0,20.0,-7.2095
100.0,25.0,-4.8566
100.0,30.0,-3.1826
100.0,35.0,-2.0181
100.0,40.0,-1.1466
100.0,45.0,-0.2939
100.0,50.0,0.7964
100.0,55.0,2.1975
100.0,60.0,3.7625
100.0,65.0,5.2811
100.0,70.0,6.6051
100.0,75.0,7.6612
100.0,80.0,8.4212
100.0,85.0,8.8775
100.0,90.0,9.0295
100.0,95.0,8.8775
100.0,100.0,8.4212
100.0,105.0,7.6612
100.0,110.0,6.6051
100.0,115.0,5.2811
100.0,120.0,3.7625
100.0,125.0,2.1975
100.0,130.0,0.7964
100.0,135.0,-0.2939
100.0,140.0,-1.1466
100.0,145.0,-2.0181
100.0,150.0,-3.1826
100.0,155.0,-4.8566
100.0,160.0,-7.2095
100.0,165.0,-10.3267
100.0,170.0,-13.7828
100.0,175.0,-15.6835
100.0,180.0,-15.4648
100.0,185.0,-15.4412
100.0,190.0,-16.8667
100.0,195.0,-20.5128
100.0,200.0,-24.3417
100.0,205.0,-18.8378
100.0,210.0,-14.2167
100.0,215.0,-11.4580
100.0,220.0,-9.8222
100.0,225.0,-8.8940
100.0,230.0,-8.3634
100.0,235.0,-7.9248
100.0,240.0,-7.3131
100.0,245.0,-6.4380
100.0,250.0,-5.4206
100.0,255.0,-4.4566
100.0,260.0,-3.6945
100.0,265.0,-3.2146
100.0,270.0,-3.0514
100.0,275.0,-3.2146
100.0,280.0,-3.6945
100.0,285.0,-4.4566
100.0,290.0,-5.4206
100.0,295.0,-6.4380
100.0,300.0,-7.3131
100.0,305.0,-7.9248
100.0,310.0,-8.3634
100.0,315.0,-8.8940
100.0,320.0,-9.8222
100.0,325.0,-11.4580
100.0,330.0,-14.2167
100.0,335.0,-18.8378
100.0,340.0,-24.3417
100.0,345.0,-20.5128
100.0,350.0,-16.8667
100.0,355.0,-15.4412
100.0,360.0,-15.4648
101.0,0.0,-15.0238
101.0,5.0,-14.9128
101.0,10.0,-13.0551
101.0,15.0,-9.8966
101.0,20.0,-6.9676
101.0,25.0,-4.7100
101.0,30.0,-3.0860
101.0,35.0,-1.9507
101.0,40.0,-1.1015
101.0,45.0,-0.2735
101.0,50.0,0.7866
101.0,55.0,2.1575
101.0,60.0,3.6994
101.0,65.0,5.2032
101.0,70.0,6.5188
101.0,75.0,7.5703
101.0,80.0,8.3278
101.0,85.0,8.7829
101.0,90.0,8.9346
101.0,95.0,8.7829
101.0,100.0,8.3278
101.0,105.0,7.5703
101.0,110.0,6.5188
101.0,115.0,5.2032
101.0,120.0,3.6994
101.0,125.0,2.1575
101.0,130.0,0.7866
101.0,135.0,-0.2735
101.0,140.0,-1.1015
101.0,145.0,-1.9507
101.0,150.0,-3.0860
101.0,155.0,-4.7100
101.0,160.0,-6.9676
101.0,165.0,-9.8966
101.0,170.0,-13.0551
101.0,175.0,-14.9128
101.0,180.0,-15.0238
101.0,185.0,-15.2302
101.0,190.0,-16.7552
101.0,195.0,-20.4006
101.0,200.0,-24.0690
101.0,205.0,-18.7360
101.0,210.0,-14.1777
101.0,215.0,-11.4363
101.0,220.0,-9.8048
101.0,225.0,-8.8768
101.0,230.0,-8.3485
101.0,235.0,-7.9209
101.0,240.0,-7.3316
101.0,245.0,-6.4845
101.0,250.0,-5.4914
101.0,255.0,-4.5441
101.0,260.0,-3.7919
101.0,265.0,-3.3169
101.0,270.0,-3.1553
101.0,275.0,-3.3169
101.0,280.0,-3.7919
101.0,285.0,-4.5441
101.0,290.0,-5.4914
101.0,295.0,-6.4845
101.0,300.0,-7.3316
101.0,305.0,-7.9209
101.0,310.0,-8.3485
101.0,315.0,-8.8768
101.0,320.0,-9.8048
101.0,325.0,-11.4363
101.0,330.0,-14.1777
101.0,335.0,-18.7360
101.0,340.0,-24.0690
101.0,345.0,-20.4006
101.0,350.0,-16.7552
101.0,355.0,-15.2302
101.0,360.0,-15.0238
102.0,0.0,-14.5868
102.0,5.0,-14.2021
102.0,10.0,-12.3787
102.0,15.0,-9.4707
102.0,20.0,-6.7176
102.0,25.0,-4.5549
102.0,30.0,-2.9823
102.0,35.0,-1.8776
102.0,40.0,-1.0520
102.0,45.0,-0.2504
102.0,50.0,0.7771
102.0,55.0,2.1150
102.0,60.0,3.6311
102.0,65.0,5.1184
102.0,70.0,6.4244
102.0,75.0,7.4706
102.0,80.0,8.2253
102.0,85.0,8.6791
102.0,90.0,8.8304
102.0,95.0,8.6791
102.0,100.0,8.2253
102.0,105.0,7.4706
102.0,110.0,6.4244
102.0,115.0,5.1184
102.0,120.0,3.6311
102.0,125.0,2.1150
102.0,130.0,0.7771
102.0,135.0,-0.2504
102.0,140.0,-1.0520
102.0,145.0,-1.8776
102.0,150.0,-2.9823
102.0,155.0,-4.5549
102.0,160.0,-6.7176
102.0,165.0,-9.4707
102.0,170.0,-12.3787
102.0,175.0,-14.2021
102.0,180.0,-14.5868
102.0,185.0,-15.0090
102.0,190.0,-16.6349
102.0,195.0,-20.2806
102.0,200.0,-23.7949
102.0,205.0,-18.6302
102.0,210.0,-14.1365
102.0,215.0,-11.4132
102.0,220.0,-9.7860
102.0,225.0,-8.8580
102.0,230.0,-8.3319
102.0,235.0,-7.9157
102.0,240.0,-7.3503
102.0,245.0,-6.5334
102.0,250.0,-5.5672
102.0,255.0,-4.6387
102.0,260.0,-3.8976
102.0,265.0,-3.4282
102.0,270.0,-3.2683
102.0,275.0,-3.4282
102.0,280.0,-3.8976
102.0,285.0,-4.6387
102.0,290.0,-5.5672
102.0,295.0,-6.5334
102.0,300.0,-7.3503
102.0,305.0,-7.9157
102.0,310.0,-8.3319
102.0,315.0,-8.8580
102.0,320.0,-9.7860
102.0,325.0,-11.4132
102.0,330.0,-14.1365
102.0,335.0,-18.6302
102.0,340.0,-23.7949
102.0,345.0,-20.2806
102.0,350.0,-16.6349
102.0,355.0,-15.0090
102.0,360.0,-14.5868
103.0,0.0,-14.1564
103.0,5.0,-13.5433
103.0,10.0,-11.7481
103.0,15.0,-9.0519
103.0,20.0,-6.4617
103.0,25.0,-4.3923
103.0,30.0,-2.8720
103.0,35.0,-1.7990
103.0,40.0,-0.9980
103.0,45.0,-0.2243
103.0,50.0,0.7682
103.0,55.0,2.0702
103.0,60.0,3.5580
103.0,65.0,5.0268
103.0,70.0,6.3220
103.0,75.0,7.3622
103.0,80.0,8.1138
103.0,85.0,8.5660
103.0,90.0,8.7168
103.0,95.0,8.5660
103.0,100.0,8.1138
103.0,105.0,7.3622
103.0,110.0,6.3220
103.0,115.0,5.0268
103.0,120.0,3.5580
103.0,125.0,2.0702
103.0,130.0,0.7682
103.0,135.0,-0.2243
103.0,140.0,-0.9980
103.0,145.0,-1.7990
103.0,150.0,-2.8720
103.0,155.0,-4.3923
103.0,160.0,-6.4617
103.0,165.0,-9.0519
103.0,170.0,-11.7481
103.0,175.0,-13.5433
103.0,180.0,-14.1564
103.0,185.0,-14.7792
103.0,190.0,-16.5060
103.0,195.0,-20.1532
103.0,200.0,-23.5219
103.0,205.0,-18.5213
103.0,210.0,-14.0933
103.0,215.0,-11.3886
103.0,220.0,-9.7658
103.0,225.0,-8.8377
103.0,230.0,-8.3136
103.0,235.0,-7.9091
103.0,240.0,-7.3687
103.0,245.0,-6.5844
103.0,250.0,-5.6476
103.0,255.0,-4.7398
103.0,260.0,-4.0111
103.0,265.0,-3.5482
103.0,270.0,-3.3903
103.0,275.0,-3.5482
103.0,280.0,-4.0111
103.0,285.0,-4.7398
103.0,290.0,-5.6476
103.0,295.0,-6.5844
103.0,300.0,-7.3687
103.0,305.0,-7.9091
103.0,310.0,-8.3136
103.0,315.0,-8.8377
103.0,320.0,-9.7658
103.0,325.0,-11.3886
103.0,330.0,-14.0933
103.0,335.0,-18.5213
103.0,340.0,-23.5219
103.0,345.0,-20.1532
103.0,350.0,-16.5060
103.0,355.0,-14.7792
103.0,360.0,-14.1564
104.0,0.0,-13.7345
104.0,5.0,-12.9299
104.0,10.0,-11.1581
104.0,15.0,-8.6421
104.0,20.0,-6.2018
104.0,25.0,-4.2232
104.0,30.0,-2.7555
104.0,35.0,-1.7150
104.0,40.0,-0.9396
104.0,45.0,-0.1950
104.0,50.0,0.7605
104.0,55.0,2.0237
104.0,60.0,3.4803
104.0,65.0,4.9286
104.0,70.0,6.2117
104.0,75.0,7.2452
104.0,80.0,7.9932
104.0,85.0,8.4437
104.0,90.0,8.5939
104.0,95.0,8.4437
104.0,100.0,7.9932
104.0,105.0,7.2452
104.0,110.0,6.2117
104.0,115.0,4.9286
104.0,120.0,3.4803
104.0,125.0,2.0237
104.0,130.0,0.7605
104.0,135.0,-0.1950
104.0,140.0,-0.9396
104.0,145.0,-1.7150
104.0,150.0,-2.7555
104.0,155.0,-4.2232
104.0,160.0,-6.2018
104.0,165.0,-8.6421
104.0,170.0,-11.1581
104.0,175.0,-12.9299
104.0,180.0,-13.7345
104.0,185.0,-14.5424
104.0,190.0,-16.3690
104.0,195.0,-20.0192
104.0,200.0,-23.2525
104.0,205.0,-18.4107
104.0,210.0,-14.0485
104.0,215.0,-11.3629
104.0,220.0,-9.7444
104.0,225.0,-8.8158
104.0,230.0,-8.2935
104.0,235.0,-7.9008
104.0,240.0,-7.3865
104.0,245.0,-6.6369
104.0,250.0,-5.7319
104.0,255.0,-4.8469
104.0,260.0,-4.1323
104.0,265.0,-3.6765
104.0,270.0,-3.5208
104.0,275.0,-3.6765
104.0,280.0,-4.1323
104.0,285.0,-4.8469
104.0,290.0,-5.7319
104.0,295.0,-6.6369
104.0,300.0,-7.3865
104.0,305.0,-7.9008
104.0,310.0,-8.2935
104.0,315.0,-8.8158
104.0,320.0,-9.7444
104.0,325.0,-11.3629
104.0,330.0,-14.0485
104.0,335.0,-18.4107
104.0,340.0,-23.2525
104.0,345.0,-20.0192
104.0,350.0,-16.3690
104.0,355.0,-14.5424
104.0,360.0,-13.7345
105.0,0.0,-13.3224
105.0,5.0,-12.3564
105.0,10.0,-10.6046
105.0,15.0,-8.2425
105.0,20.0,-5.9395
105.0,25.0,-4.0487
105.0,30.0,-2.6334
105.0,35.0,-1.6258
105.0,40.0,-0.8767
105.0,45.0,-0.1623
105.0,50.0,0.7542
105.0,55.0,1.9758
105.0,60.0,3.3984
105.0,65.0,4.8241
105.0,70.0,6.0937
105.0,75.0,7.1196
105.0,80.0,7.8635
105.0,85.0,8.3120
105.0,90.0,8.4616
105.0,95.0,8.3120
105.0,100.0,7.8635
105.0,105.0,7.1196
105.0,110.0,6.0937
105.0,115.0,4.8241
105.0,120.0,3.3984
105.0,125.0,1.9758
105.0,130.0,0.7542
105.0,135.0,-0.1623
105.0,140.0,-0.8767
105.0,145.0,-1.6258
105.0,150.0,-2.6334
105.0,155.0,-4.0487
105.0,160.0,-5.9395
105.0,165.0,-8.2425
105.0,170.0,-10.6046
105.0,175.0,-12.3564
105.0,180.0,-13.3224
105.0,185.0,-14.2998
105.0,190.0,-16.2241
105.0,195.0,-19.8788
105.0,200.0,-22.9882
105.0,205.0,-18.2993
105.0,210.0,-14.0026
105.0,215.0,-11.3361
105.0,220.0,-9.7219
105.0,225.0,-8.7925
105.0,230.0,-8.2716
105.0,235.0,-7.8906
105.0,240.0,-7.4032
105.0,245.0,-6.6900
105.0,250.0,-5.8194
105.0,255.0,-4.9596
105.0,260.0,-4.2604
105.0,265.0,-3.8128
105.0,270.0,-3.6595
105.0,275.0,-3.8128
105.0,280.0,-4.2604
105.0,285.0,-4.9596
105.0,290.0,-5.8194
105.0,295.0,-6.6900
105.0,300.0,-7.4032
105.0,305.0,-7.8906
105.0,310.0,-8.2716
105.0,315.0,-8.7925
105.0,320.0,-9.7219
105.0,325.0,-11.3361
105.0,330.0,-14.0026
105.0,335.0,-18.2993
105.0,340.0,-22.9882
105.0,345.0,-19.8788
105.0,350.0,-16.2241
105.0,355.0,-14.2998
105.0,360.0,-13.3224
106.0,0.0,-12.9208
106.0,5.0,-11.8184
106.0,10.0,-10.0838
106.0,15.0,-7.8540
106.0,20.0,-5.6763
106.0,25.0,-3.8695
106.0,30.0,-2.5061
106.0,35.0,-1.5317
106.0,40.0,-0.8093
106.0,45.0,-0.1260
106.0,50.0,0.7497
106.0,55.0,1.9271
106.0,60.0,3.3129
106.0,65.0,4.7135
106.0,70.0,5.9681
106.0,75.0,6.9854
106.0,80.0,7.7247
106.0,85.0,8.1710
106.0,90.0,8.3200
106.0,95.0,8.1710
106.0,100.0,7.7247
106.0,105.0,6.9854
106.0,110.0,5.9681
106.0,115.0,4.7135
106.0,120.0,3.3129
106.0,125.0,1.9271
106.0,130.0,0.7497
106.0,135.0,-0.1260
106.0,140.0,-0.8093
106.0,145.0,-1.5317
106.0,150.0,-2.5061
106.0,155.0,-3.8695
106.0,160.0,-5.6763
106.0,165.0,-7.8540
106.0,170.0,-10.0838
106.0,175.0,-11.8184
106.0,180.0,-12.9208
106.0,185.0,-14.0528
106.0,190.0,-16.0720
106.0,195.0,-19.7325
106.0,200.0,-22.7305
106.0,205.0,-18.1882
106.0,210.0,-13.9560
106.0,215.0,-11.3085
106.0,220.0,-9.6984
106.0,225.0,-8.7678
106.0,230.0,-8.2479
106.0,235.0,-7.8784
106.0,240.0,-7.4183
106.0,245.0,-6.7433
106.0,250.0,-5.9094
106.0,255.0,-5.0770
106.0,260.0,-4.3950
106.0,265.0,-3.9564
106.0,270.0,-3.8059
106.0,275.0,-3.9564
106.0,280.0,-4.3950
106.0,285.0,-5.0770
106.0,290.0,-5.9094
106.0,295.0,-6.7433
106.0,300.0,-7.4183
106.0,305.0,-7.8784
106.0,310.0,-8.2479
106.0,315.0,-8.7678
106.0,320.0,-9.6984
106.0,325.0,-11.3085
106.0,330.0,-13.9560
106.0,335.0,-18.1882
106.0,340.0,-22.7305
106.0,345.0,-19.7325
106.0,350.0,-16.0720
106.0,355.0,-14.0528
106.0,360.0,-12.9208
107.0,0.0,-12.5301
107.0,5.0,-11.3118
107.0,10.0,-9.5925
107.0,15.0,-7.4770
107.0,20.0,-5.4133
107.0,25.0,-3.6867
107.0,30.0,-2.3741
107.0,35.0,-1.4329
107.0,40.0,-0.7374
107.0,45.0,-0.0859
107.0,50.0,0.7477
107.0,55.0,1.8782
107.0,60.0,3.2241
107.0,65.0,4.5972
107.0,70.0,5.8351
107.0,75.0,6.8429
107.0,80.0,7.5770
107.0,85.0,8.0207
107.0,90.0,8.1689
107.0,95.0,8.0207
107.0,100.0,7.5770
107.0,105.0,6.8429
107.0,110.0,5.8351
107.0,115.0,4.5972
107.0,120.0,3.2241
107.0,125.0,1.8782
107.0,130.0,0.7477
107.0,135.0,-0.0859
107.0,140.0,-0.7374
107.0,145.0,-1.4329
107.0,150.0,-2.3741
107.0,155.0,-3.6867
107.0,160.0,-5.4133
107.0,165.0,-7.4770
107.0,170.0,-9.5925
107.0,175.0,-11.3118
107.0,180.0,-12.5301
107.0,185.0,-13.8024
107.0,190.0,-15.9128
107.0,195.0,-19.5806
107.0,200.0,-22.4804
107.0,205.0,-18.0783
107.0,210.0,-13.9092
107.0,215.0,-11.2804
107.0,220.0,-9.6740
107.0,225.0,-8.7418
107.0,230.0,-8.2223
107.0,235.0,-7.8640
107.0,240.0,-7.4314
107.0,245.0,-6.7959
107.0,250.0,-6.0011
107.0,255.0,-5.1984
107.0,260.0,-4.5353
107.0,265.0,-4.1068
107.0,270.0,-3.9594
107.0,275.0,-4.1068
107.0,280.0,-4.5353
107.0,285.0,-5.1984
107.0,290.0,-6.0011
107.0,295.0,-6.7959
107.0,300.0,-7.4314
107.0,305.0,-7.8640
107.0,310.0,-8.2223
107.0,315.0,-8.7418
107.0,320.0,-9.6740
107.0,325.0,-11.2804
107.0,330.0,-13.9092
107.0,335.0,-18.0783
107.0,340.0,-22.4804
107.0,345.0,-19.5806
107.0,350.0,-15.9128
107.0,355.0,-13.8024
107.0,360.0,-12.5301
108.0,0.0,-12.1504
108.0,5.0,-10.8336
108.0,10.0,-9.1279
108.0,15.0,-7.1116
108.0,20.0,-5.1517
108.0,25.0,-3.5010
108.0,30.0,-2.2379
108.0,35.0,-1.3296
108.0,40.0,-0.6612
108.0,45.0,-0.0417
108.0,50.0,0.7484
108.0,55.0,1.8296
108.0,60.0,3.1326
108.0,65.0,4.4757
108.0,70.0,5.6950
108.0,75.0,6.6921
108.0,80.0,7.4203
108.0,85.0,7.8611
108.0,90.0,8.0085
108.0,95.0,7.8611
108.0,100.0,7.4203
108.0,105.0,6.6921
108.0,110.0,5.6950
108.0,115.0,4.4757
108.0,120.0,3.1326
108.0,125.0,1.8296
108.0,130.0,0.7484
108.0,135.0,-0.0417
108.0,140.0,-0.6612
108.0,145.0,-1.3296
108.0,150.0,-2.2379
108.0,155.0,-3.5010
108.0,160.0,-5.1517
108.0,165.0,-7.1116
108.0,170.0,-9.1279
108.0,175.0,-10.8336
108.0,180.0,-12.1504
108.0,185.0,-13.5495
108.0,190.0,-15.7469
108.0,195.0,-19.4235
108.0,200.0,-22.2387
108.0,205.0,-17.9708
108.0,210.0,-13.8626
108.0,215.0,-11.2520
108.0,220.0,-9.6489
108.0,225.0,-8.7145
108.0,230.0,-8.1949
108.0,235.0,-7.8471
108.0,240.0,-7.4420
108.0,245.0,-6.8471
108.0,250.0,-6.0935
108.0,255.0,-5.3230
108.0,260.0,-4.6806
108.0,265.0,-4.2632
108.0,270.0,-4.1193
108.0,275.0,-4.2632
108.0,280.0,-4.6806
108.0,285.0,-5.3230
108.0,290.0,-6.0935
108.0,295.0,-6.8471
108.0,300.0,-7.4420
108.0,305.0,-7.8471
108.0,310.0,-8.1949
108.0,315.0,-8.7145
108.0,320.0,-9.6489
108.0,325.0,-11.2520
108.0,330.0,-13.8626
108.0,335.0,-17.9708
108.0,340.0,-22.2387
108.0,345.0,-19.4235
108.0,350.0,-15.7469
108.0,355.0,-13.5495
108.0,360.0,-12.1504
109.0,0.0,-11.7818
109.0,5.0,-10.3809
109.0,10.0,-8.6878
109.0,15.0,-6.7580
109.0,20.0,-4.8923
109.0,25.0,-3.3131
109.0,30.0,-2.0981
109.0,35.0,-1.2222
109.0,40.0,-0.5806
109.0,45.0,0.0066
109.0,50.0,0.7524
109.0,55.0,1.7821
109.0,60.0,3.0392
109.0,65.0,4.3494
109.0,70.0,5.5481
109.0,75.0,6.5332
109.0,80.0,7.2549
109.0,85.0,7.6924
109.0,90.0,7.8388
109.0,95.0,7.6924
109.0,100.0,7.2549
109.0,105.0,6.5332
109.0,110.0,5.5481
109.0,115.0,4.3494
109.0,120.0,3.0392
109.0,125.0,1.7821
109.0,130.0,0.7524
109.0,135.0,0.0066
109.0,140.0,-0.5806
109.0,145.0,-1.2222
109.0,150.0,-2.0981
109.0,155.0,-3.3131
109.0,160.0,-4.8923
109.0,165.0,-6.7580
109.0,170.0,-8.6878
109.0,175.0,-10.3809
109.0,180.0,-11.7818
109.0,185.0,-13.2950
109.0,190.0,-15.5748
109.0,195.0,-19.2615
109.0,200.0,-22.0060
109.0,205.0,-17.8663
109.0,210.0,-13.8167
109.0,215.0,-11.2236
109.0,220.0,-9.6232
109.0,225.0,-8.6862
109.0,230.0,-8.1658
109.0,235.0,-7.8276
109.0,240.0,-7.4496
109.0,245.0,-6.8960
109.0,250.0,-6.1857
109.0,255.0,-5.4496
109.0,260.0,-4.8300
109.0,265.0,-4.4248
109.0,270.0,-4.2848
109.0,275.0,-4.4248
109.0,280.0,-4.8300
109.0,285.0,-5.4496
109.0,290.0,-6.1857
109.0,295.0,-6.8960
109.0,300.0,-7.4496
109.0,305.0,-7.8276
109.0,310.0,-8.1658
109.0,315.0,-8.6862
109.0,320.0,-9.6232
109.0,325.0,-11.2236
109.0,330.0,-13.8167
109.0,335.0,-17.8663
109.0,340.0,-22.0060
109.0,345.0,-19.2615
109.0,350.0,-15.5748
109.0,355.0,-13.2950
109.0,360.0,-11.7818
110.0,0.0,-11.4240
110.0,5.0,-9.9514
110.0,10.0,-8.2698
110.0,15.0,-6.4159
110.0,20.0,-4.6358
110.0,25.0,-3.1238
110.0,30.0,-1.9551
110.0,35.0,-1.1108
110.0,40.0,-0.4957
110.0,45.0,0.0594
110.0,50.0,0.7601
110.0,55.0,1.7363
110.0,60.0,2.9445
110.0,65.0,4.2189
110.0,70.0,5.3949
110.0,75.0,6.3666
110.0,80.0,7.0808
110.0,85.0,7.5146
110.0,90.0,7.6599
110.0,95.0,7.5146
110.0,100.0,7.0808
110.0,105.0,6.3666
110.0,110.0,5.3949
110.0,115.0,4.2189
110.0,120.0,2.9445
110.0,125.0,1.7363
110.0,130.0,0.7601
110.0,135.0,0.0594
110.0,140.0,-0.4957
110.0,145.0,-1.1108
110.0,150.0,-1.9551
110.0,155.0,-3.1238
110.0,160.0,-4.6358
110.0,165.0,-6.4159
110.0,170.0,-8.2698
110.0,175.0,-9.9514
110.0,180.0,-11.4240
110.0,185.0,-13.0396
110.0,190.0,-15.3968
110.0,195.0,-19.0946
110.0,200.0,-21.7824
110.0,205.0,-17.7660
110.0,210.0,-13.7720
110.0,215.0,-11.1954
110.0,220.0,-9.5973
110.0,225.0,-8.6569
110.0,230.0,-8.1348
110.0,235.0,-7.8054
110.0,240.0,-7.4538
110.0,245.0,-6.9420
110.0,250.0,-6.2766
110.0,255.0,-5.5772
110.0,260.0,-4.9823
110.0,265.0,-4.5907
110.0,270.0,-4.4549
110.0,275.0,-4.5907
110.0,280.0,-4.9823
110.0,285.0,-5.5772
110.0,290.0,-6.2766
110.0,295.0,-6.9420
110.0,300.0,-7.4538
110.0,305.0,-7.8054
110.0,310.0,-8.1348
110.0,315.0,-8.6569
110.0,320.0,-9.5973
110.0,325.0,-11.1954
110.0,330.0,-13.7720
110.0,335.0,-17.7660
110.0,340.0,-21.7824
110.0,345.0,-19.0946
110.0,350.0,-15.3968
110.0,355.0,-13.0396
110.0,360.0,-11.4240
111.0,0.0,-11.0768
111.0,5.0,-9.5431
111.0,10.0,-7.8723
111.0,15.0,-6.0853
111.0,20.0,-4.3827
111.0,25.0,-2.9337
111.0,30.0,-1.8093
111.0,35.0,-0.9958
111.0,40.0,-0.4067
111.0,45.0,0.1167
111.0,50.0,0.7720
111.0,55.0,1.6929
111.0,60.0,2.8493
111.0,65.0,4.0849
111.0,70.0,5.2358
111.0,75.0,6.1926
111.0,80.0,6.8984
111.0,85.0,7.3280
111.0,90.0,7.4720
111.0,95.0,7.3280
111.0,100.0,6.8984
111.0,105.0,6.1926
111.0,110.0,5.2358
111.0,115.0,4.0849
111.0,120.0,2.8493
111.0,125.0,1.6929
111.0,130.0,0.7720
111.0,135.0,0.1167
111.0,140.0,-0.4067
111.0,145.0,-0.9958
111.0,150.0,-1.8093
111.0,155.0,-2.9337
111.0,160.0,-4.3827
111.0,165.0,-6.0853
111.0,170.0,-7.8723
111.0,175.0,-9.5431
111.0,180.0,-11.0768
111.0,185.0,-12.7839
111.0,190.0,-15.2132
111.0,195.0,-18.9230
111.0,200.0,-21.5682
111.0,205.0,-17.6704
111.0,210.0,-13.7291
111.0,215.0,-11.1679
111.0,220.0,-9.5712
111.0,225.0,-8.6268
111.0,230.0,-8.1022
111.0,235.0,-7.7805
111.0,240.0,-7.4542
111.0,245.0,-6.9841
111.0,250.0,-6.3651
111.0,255.0,-5.7047
111.0,260.0,-5.1364
111.0,265.0,-4.7596
111.0,270.0,-4.6286
111.0,275.0,-4.7596
111.0,280.0,-5.1364
111.0,285.0,-5.7047
111.0,290.0,-6.3651
111.0,295.0,-6.9841
111.0,300.0,-7.4542
111.0,305.0,-7.7805
111.0,310.0,-8.1022
111.0,315.0,-8.6268
111.0,320.0,-9.5712
111.0,325.0,-11.1679
111.0,330.0,-13.7291
111.0,335.0,-17.6704
111.0,340.0,-21.5682
111.0,345.0,-18.9230
111.0,350.0,-15.2132
111.0,355.0,-12.7839
111.0,360.0,-11.0768
112.0,0.0,-10.7400
112.0,5.0,-9.1540
112.0,10.0,-7.4937
112.0,15.0,-5.7658
112.0,20.0,-4.1336
112.0,25.0,-2.7434
112.0,30.0,-1.6612
112.0,35.0,-0.8775
112.0,40.0,-0.3136
112.0,45.0,0.1786
112.0,50.0,0.7886
112.0,55.0,1.6528
112.0,60.0,2.7545
112.0,65.0,3.9482
112.0,70.0,5.0714
112.0,75.0,6.0115
112.0,80.0,6.7078
112.0,85.0,7.1327
112.0,90.0,7.2753
112.0,95.0,7.1327
112.0,100.0,6.7078
112.0,105.0,6.0115
112.0,110.0,5.0714
112.0,115.0,3.9482
112.0,120.0,2.7545
112.0,125.0,1.6528
112.0,130.0,0.7886
112.0,135.0,0.1786
112.0,140.0,-0.3136
112.0,145.0,-0.8775
112.0,150.0,-1.6612
112.0,155.0,-2.7434
112.0,160.0,-4.1336
112.0,165.0,-5.7658
112.0,170.0,-7.4937
112.0,175.0,-9.1540
112.0,180.0,-10.7400
112.0,185.0,-12.5284
112.0,190.0,-15.0244
112.0,195.0,-18.7468
112.0,200.0,-21.3633
112.0,205.0,-17.5805
112.0,210.0,-13.6885
112.0,215.0,-11.1413
112.0,220.0,-9.5453
112.0,225.0,-8.5962
112.0,230.0,-8.0681
112.0,235.0,-7.7527
112.0,240.0,-7.4504
112.0,245.0,-7.0216
112.0,250.0,-6.4499
112.0,255.0,-5.8305
112.0,260.0,-5.2909
112.0,265.0,-4.9304
112.0,270.0,-4.8044
112.0,275.0,-4.9304
112.0,280.0,-5.2909
112.0,285.0,-5.8305
112.0,290.0,-6.4499
112.0,295.0,-7.0216
112.0,300.0,-7.4504
112.0,305.0,-7.7527
112.0,310.0,-8.0681
112.0,315.0,-8.5962
112.0,320.0,-9.5453
112.0,325.0,-11.1413
112.0,330.0,-13.6885
112.0,335.0,-17.5805
112.0,340.0,-21.3633
112.0,345.0,-18.7468
112.0,350.0,-15.0244
112.0,355.0,-12.5284
112.0,360.0,-10.7400
113.0,0.0,-10.4132
113.0,5.0,-8.7828
113.0,10.0,-7.1324
113.0,15.0,-5.4572
113.0,20.0,-3.8889
113.0,25.0,-2.5533
113.0,30.0,-1.5113
113.0,35.0,-0.7562
113.0,40.0,-0.2166
113.0,45.0,0.2452
113.0,50.0,0.8103
113.0,55.0,1.6168
113.0,60.0,2.6611
113.0,65.0,3.8096
113.0,70.0,4.9025
113.0,75.0,5.8240
113.0,80.0,6.5097
113.0,85.0,6.9291
113.0,90.0,7.0700
113.0,95.0,6.9291
113.0,100.0,6.5097
113.0,105.0,5.8240
113.0,110.0,4.9025
113.0,115.0,3.8096
113.0,120.0,2.6611
113.0,125.0,1.6168
113.0,130.0,0.8103
